,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
3360,Neutral,WeakUp,StrongUp,StrongUp,StrongUp,VeryWet,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Jul2_Jul15,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,E,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,None,SWQuad,Westerly,SEQuad
3665,Neutral,Neutral,Down,Down,Down,Neutral,Dry,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Strong,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug11_Aug20,B,AB,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,Average,LessUnstable,B,TotalInhibit,Moderate,Slight,B,SVR,SVR,SVR,Other,ModerateOrLe,Average,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,Moving,NWQuad,LVorOther,SEQuad
4005,StrongUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,PC,Clear,PC,PC,Strong,Strong,Other,None,None,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug11_Aug20,J,CThruK,None,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,GJ,TotalInhibit,Weak,None,J,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,Other,DryLine,LittleChange,Other,LV,LVorOther,LV
3626,StrongUp,Neutral,Neutral,StrongUp,StrongUp,Wet,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Strong,Marked,DecCapIncIns,Decreasing,WeakPos,Increasing,SIG,May15_Jun14,B,AB,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,Stifling,Weak,None,B,XNIL,XNIL,SIG,LowSHighN,Stable,VeryMoist,Steep,NoMajor,Other,DenvCyclone,PosToNeg,Moving,SWQuad,LVorOther,SEQuad
586,Neutral,StronUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Neutral,Neutral,PC,Clear,Clear,PC,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jun15_Jul1,D,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,None,Weak,Slight,D,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,VeryMoist,CloseToDryAd,StrongFront,DryMMoistL,DryLine,NegToPos,Other,SWQuad,Westerly,LongAnticyc
3256,StrongUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,Dry,Dry,Wet,Clear,Cloudy,PC,PC,Weak,Weak,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Jul16_Aug10,F,CThruK,PartInhibit,Average,MoreThanAve,F,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,None,Weak,Moderate,F,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,Other,None,LittleChange,None,AllElse,LVorOther,SEQuad
2298,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Cloudy,PC,PC,Weak,Weak,StrongWest,Strong,None,Strong,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,Aug20_Sep15,J,CThruK,PartInhibit,Average,Average,CDEJ,LILt_8,Neutral,LessUnstable,LessUnstable,GJ,PartInhibit,Moderate,None,J,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,DenvCyclone,LittleChange,None,AllElse,LVorOther,DenvCyclone
3988,Neutral,Down,StrongUp,WeakUp,WeakUp,Neutral,VeryWet,Wet,VeryWet,PC,PC,PC,Cloudy,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Aug20_Sep15,C,CThruK,None,Average,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,C,SIG,XNIL,XNIL,LowAtStation,Steep,Dry,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_N,SigPositive,QStationary,AllElse,Westerly,LongAnticyc
584,Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,Clear,PC,PC,None,None,Other,None,None,Weak,None,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,May15_Jun14,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,Stifling,Weak,None,C,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,OtherRapid,Other,DryLine,SigPositive,None,AllElse,Westerly,LongAnticyc
2423,StrongUp,StronUp,StrongUp,StrongUp,StrongUp,Dry,Neutral,VeryWet,VeryWet,PC,Cloudy,PC,PC,Strong,Strong,DCVZFavor,Strong,Weak,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SVR,Aug20_Sep15,E,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,Stifling,Moderate,None,E,SIG,SIG,SVR,LowAtStation,Steep,Average,Steep,NoMajor,MoistMDryL,Other,NegToPos,None,SWQuad,Westerly,LV
1391,StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Wet,Neutral,Neutral,Wet,PC,Clear,Clear,Cloudy,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Aug20_Sep15,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,Average,D,Stifling,Weak,None,D,SVR,SVR,SVR,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,StrongFront,DryMMoistL,DenvCyclone,NegToPos,None,AllElse,Westerly,SEQuad
4525,Neutral,WeakUp,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,PC,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,Strong,Strong,Marked,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,Aug20_Sep15,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,None,Strong,Strong,E,SIG,SIG,SIG,LowNHighS,Steep,Dry,Steep,NoMajor,MoistMDryL,DryLine,NegToPos,Moving,AllElse,Westerly,SEQuad
4920,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,PC,Clear,PC,PC,Weak,Strong,Other,None,None,None,None,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug11_Aug20,A,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,Average,ACEFK,PartInhibit,Weak,None,A,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,Other,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
4800,Down,StronUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Clear,Clear,Clear,PC,Strong,Strong,DCVZFavor,Strong,Strong,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug20_Sep15,B,AB,None,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,None,Weak,Slight,B,SIG,SIG,SIG,LowNHighS,ModerateOrLe,VeryMoist,CloseToDryAd,NoMajor,Other,DryLine,NegToPos,Moving,AllElse,LVorOther,DenvCyclone
3240,Neutral,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Wet,Neutral,PC,Cloudy,PC,Clear,None,None,StrongWest,None,Weak,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jun15_Jul1,H,CThruK,None,Average,MoreThanAve,H,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,HI,None,Strong,Moderate,H,SVR,SVR,SVR,LowMtsHighPl,ModerateOrLe,VeryMoist,CloseToDryAd,OtherRapid,DryMMoistL,MovingFtorOt,NegToPos,Moving,NWQuad,LVorOther,SEQuad
4281,Neutral,Down,StrongUp,WeakUp,WeakUp,VeryWet,Neutral,Wet,VeryWet,PC,Cloudy,Cloudy,Cloudy,None,Weak,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jun15_Jul1,G,CThruK,PartInhibit,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Neutral,Average,Average,GJ,None,Moderate,Moderate,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,Other,None,SigNegative,None,SWQuad,LVorOther,LongAnticyc
3338,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Wet,Wet,Wet,Clear,PC,PC,PC,Strong,Strong,Other,Weak,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jun15_Jul1,H,CThruK,TotalInhibit,MoreThanAve,LessThanAve,H,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,HI,None,Moderate,Moderate,H,XNIL,SIG,SIG,LowSHighN,Stable,Average,CloseToDryAd,NoMajor,DryMMoistL,None,PosToNeg,Moving,NWQuad,Westerly,E_NE
3220,Neutral,Neutral,WeakUp,Neutral,Neutral,Wet,Wet,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,MoreThanAve,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,K,XNIL,XNIL,SIG,LowNHighS,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,SigNegative,QStationary,AllElse,Westerly,SEQuad
2111,Down,WeakUp,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,Aug11_Aug20,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,None,Weak,Strong,E,XNIL,XNIL,SIG,LowNHighS,Stable,Average,ModerateOrLe,StrongFront,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
1174,Down,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Dry,Dry,Clear,PC,PC,Clear,None,Weak,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug20_Sep15,H,CThruK,None,LessThanAve,Average,H,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,None,H,SIG,SIG,SIG,LowMtsHighPl,Stable,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,LittleChange,None,AllElse,LVorOther,LV
4862,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Clear,PC,PC,Clear,Strong,Strong,Other,None,Strong,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Aug20_Sep15,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,C,XNIL,XNIL,SVR,LowAtStation,Steep,Dry,ModerateOrLe,OtherRapid,MoistMDryL,E_W_N,SigPositive,QStationary,LV,Westerly,LongAnticyc
3811,Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Wet,Wet,PC,PC,PC,PC,Weak,Weak,Other,None,Weak,Weak,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,B,AB,None,LessThanAve,Average,ABI,N1GtLIGt_4,Neutral,Average,MoreUnstable,B,None,Moderate,Strong,B,SIG,SIG,SIG,LowAtStation,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,MoistMDryL,DenvCyclone,NegToPos,Other,SWQuad,LVorOther,DenvCyclone
1867,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Wet,Wet,Wet,PC,Clear,PC,PC,None,Weak,Other,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul16_Aug10,D,CThruK,None,LessThanAve,Average,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,D,None,Moderate,Moderate,D,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,Steep,MarkedUpper,Other,Other,SigNegative,Moving,NWQuad,Westerly,E_NE
2614,Down,Neutral,Down,Neutral,Neutral,Neutral,VeryWet,VeryWet,Wet,Clear,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,Strong,Strong,Some,DecCapIncIns,Decreasing,StrongPos,LittleChange,SVR,Aug20_Sep15,K,CThruK,PartInhibit,Average,LessThanAve,K,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,Stifling,Weak,None,K,XNIL,XNIL,SVR,LowNHighS,CloseToDryAd,Average,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_N,SigNegative,Other,NWQuad,Westerly,WidespdDnsl
3866,StrongUp,WeakUp,WeakUp,StrongUp,StrongUp,Neutral,Dry,Dry,Neutral,PC,Cloudy,PC,PC,None,None,StrongWest,None,None,None,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,ACEFK,PartInhibit,Strong,Moderate,C,XNIL,XNIL,XNIL,LowNHighS,Steep,Dry,CloseToDryAd,MarkedUpper,Other,E_W_N,SigPositive,None,AllElse,LVorOther,LV
4885,Down,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Dry,Dry,PC,Clear,PC,Clear,None,None,StrongWest,None,Weak,Weak,None,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,None,Moderate,Slight,B,XNIL,XNIL,XNIL,LowAtStation,Stable,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,E_W_N,LittleChange,Moving,LV,LVorOther,DenvCyclone
3778,Neutral,Down,Down,Down,Down,Wet,Neutral,Wet,Dry,PC,Clear,PC,Clear,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul2_Jul15,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,TotalInhibit,Moderate,None,J,XNIL,XNIL,SVR,LowAtStation,Stable,Average,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,LV
3846,Down,Neutral,Down,Neutral,Neutral,Wet,Wet,Wet,Wet,PC,Clear,PC,PC,None,Weak,DCVZFavor,Weak,Strong,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,MoreUnstable,B,None,Strong,Strong,B,SVR,SVR,SVR,HighEvrywher,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,DenvCyclone
2416,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Dry,VeryWet,Wet,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Weak,None,None,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,D,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,Average,D,PartInhibit,Moderate,Slight,D,SIG,SVR,SVR,LowMtsHighPl,CloseToDryAd,Dry,ModerateOrLe,MarkedUpper,Other,Other,SigNegative,None,NWQuad,LVorOther,WidespdDnsl
70,StrongUp,Down,Neutral,WeakUp,WeakUp,Neutral,Neutral,Wet,Wet,Cloudy,Clear,Cloudy,Cloudy,None,None,Other,None,None,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jun15_Jul1,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,GJ,None,Unfavorable,None,J,SIG,SIG,SIG,LowAtStation,Stable,Dry,ModerateOrLe,NoMajor,Other,DryLine,LittleChange,Other,LV,LVorOther,LV
4880,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,Jun15_Jul1,G,CThruK,None,Average,LessThanAve,G,N1GtLIGt_4,Stability,Average,LessUnstable,GJ,PartInhibit,Moderate,None,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,Other,None,PosToNeg,None,AllElse,Westerly,LongAnticyc
1126,StrongUp,Neutral,Neutral,StrongUp,StrongUp,Dry,Wet,Neutral,Wet,Cloudy,Clear,Cloudy,Cloudy,Strong,Weak,Westerly,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug20_Sep15,B,AB,None,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,TotalInhibit,Weak,None,B,XNIL,XNIL,SIG,HighEvrywher,Stable,Dry,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,Westerly,DenvCyclone
4024,Neutral,StronUp,Down,WeakUp,WeakUp,Neutral,Wet,Neutral,Wet,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,Weak,Weak,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,SVR,Jul16_Aug10,H,CThruK,PartInhibit,Average,LessThanAve,H,N1GtLIGt_4,Stability,Average,Average,HI,PartInhibit,Strong,Moderate,H,SIG,SIG,SVR,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,QStationary,SWQuad,LVorOther,E_NE
3250,StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,Neutral,Wet,VeryWet,VeryWet,Clear,PC,Clear,PC,Weak,Strong,StrongWest,Strong,None,Strong,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jun15_Jul1,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LILt_8,Neutral,MoreUnstable,Average,ACEFK,Stifling,Strong,Strong,E,SIG,SIG,SIG,HighEvrywher,CloseToDryAd,VeryMoist,Steep,NoMajor,MoistMDryL,Other,LittleChange,None,AllElse,Westerly,LongAnticyc
3901,Down,WeakUp,Neutral,Down,Down,VeryWet,Neutral,Wet,Wet,Clear,PC,Clear,Clear,None,Strong,StrongWest,Strong,None,Strong,Some,LittleChange,LittleChange,WeakPos,LittleChange,SVR,Aug20_Sep15,E,CThruK,None,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Moderate,E,XNIL,SIG,SVR,LowAtStation,CloseToDryAd,Average,Steep,OtherRapid,MoistMDryL,None,NegToPos,None,SWQuad,Westerly,LV
1095,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jul16_Aug10,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,GJ,PartInhibit,Moderate,None,J,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,DenvCyclone,LittleChange,Other,LV,LVorOther,DenvCyclone
4545,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Neutral,PC,PC,Clear,PC,Weak,Weak,Westerly,Weak,Strong,Strong,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul2_Jul15,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Moderate,E,SIG,SIG,SIG,HighEvrywher,Steep,Average,Steep,NoMajor,MoistMDryL,None,LittleChange,None,SWQuad,Westerly,WidespdDnsl
1212,Down,StronUp,Neutral,StrongUp,StrongUp,VeryWet,Wet,Wet,VeryWet,PC,Cloudy,PC,Cloudy,Weak,Weak,StrongWest,Strong,None,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Jul16_Aug10,J,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,GJ,PartInhibit,Strong,Moderate,J,SIG,SIG,SIG,LowAtStation,Steep,Average,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
3921,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Wet,Clear,PC,PC,PC,Weak,Weak,Westerly,None,Weak,None,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jun15_Jul1,E,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N1GtLIGt_4,Instability,Average,Average,ACEFK,PartInhibit,Strong,Moderate,E,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,DryLine,PosToNeg,Other,SWQuad,LVorOther,LV
1425,StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,None,None,Westerly,None,Strong,Strong,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,E,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Unfavorable,Slight,E,XNIL,XNIL,XNIL,LowNHighS,CloseToDryAd,Average,ModerateOrLe,OtherRapid,MoistMDryL,None,SigNegative,Moving,AllElse,LVorOther,E_NE
3066,Neutral,Down,Neutral,Neutral,Neutral,Dry,Dry,Wet,Wet,PC,Cloudy,PC,PC,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Aug20_Sep15,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,Average,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,Steep,OtherRapid,MoistMDryL,None,PosToNeg,None,AllElse,LVorOther,LV
4519,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,VeryWet,PC,PC,PC,Cloudy,Strong,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Jul2_Jul15,E,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Moderate,E,XNIL,XNIL,SVR,LowSHighN,Steep,Average,Steep,NoMajor,MoistMDryL,DenvCyclone,SigNegative,None,SWQuad,LVorOther,LV
2100,WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,LittleChange,LittleChange,StrongPos,Increasing,SIG,May15_Jun14,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N5GtLIGt_8,Neutral,Average,MoreUnstable,GJ,None,Moderate,Moderate,G,SIG,SIG,SIG,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,DryLine,SigNegative,Other,SWQuad,LVorOther,LongAnticyc
807,StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,Dry,Neutral,Wet,Clear,PC,PC,Cloudy,Weak,Strong,DCVZFavor,Strong,Strong,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jul16_Aug10,E,CThruK,None,Average,MoreThanAve,CDEJ,LILt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,E,XNIL,XNIL,SIG,HighEvrywher,CloseToDryAd,Dry,ModerateOrLe,OtherRapid,MoistMDryL,DryLine,SigNegative,None,LV,LVorOther,LongAnticyc
4743,Down,StronUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,Negative,LittleChange,XNIL,May15_Jun14,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,None,Strong,Moderate,E,SVR,SIG,SIG,LowNHighS,Steep,Average,Steep,NoMajor,MoistMDryL,DryLine,SigNegative,None,SWQuad,Westerly,SEQuad
3750,Neutral,Down,Neutral,Down,Down,Neutral,Wet,Wet,Dry,Cloudy,Clear,Cloudy,PC,Weak,Strong,Other,None,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,ACEFK,None,Strong,Strong,C,XNIL,XNIL,SIG,LowAtStation,Steep,Average,Steep,NoMajor,MoistMDryL,E_W_N,SigPositive,QStationary,NWQuad,LVorOther,LongAnticyc
1362,Neutral,Down,Neutral,Down,Down,Neutral,Dry,Neutral,Dry,Clear,Clear,Clear,Clear,None,None,StrongWest,None,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jun15_Jul1,I,CThruK,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,Average,Average,HI,PartInhibit,Unfavorable,None,I,XNIL,XNIL,XNIL,LowSHighN,Stable,Average,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_S,LittleChange,QStationary,SWQuad,Westerly,DenvCyclone
