"","dm_1","foto_1","straaling_1","temp_1","lai_1","meldug_1","lai_0","dm_2","foto_2","straaling_2","temp_2","lai_2","meldug_2","dm_3","foto_3","straaling_3","temp_3","lai_3","meldug_3","dm_4","foto_4","straaling_4","temp_4","lai_4","meldug_4","mikro_1","middel_1","mikro_2","middel_2","mikro_3","middel_3","nedboer_1","nedboer_2","nedboer_3","udbytte"
"619","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_5___1_%","___6_5","0_58_kg_m2","0_60_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01__","1_20_kg_m2","1_10_kg_m2","300___349_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_22_kg_m2","0_30_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","2___3","0___1","0___1","103___105_hkg_ha"
"620","0_14_kg_m2","0_35_kg_m2","___150_MJ_m2","13_0___14_9_C","4_5___5_5","6___10_%","5_5___6_5","0_32_kg_m2","0_40_kg_m2","150___199_MJ_m2","____17_0_C","1_5___2_5","50___100__","0_52_kg_m2","0_45_kg_m2","350___399_MJ_m2","____17_0_C","0_5___1_5","2___6__","0_56_kg_m2","0_25_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_50_l_ha","____4","____4","____4","45___47_hkg_ha"
"621","0_18_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","6___10_%","3_5___4_5","0_50_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","2_5___3_5","0_5___1__","0_90_kg_m2","0_80_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_98_kg_m2","0_40_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","____4","2___3","0___1","83___85_hkg_ha"
"622","0_38_kg_m2","0_70_kg_m2","____250_MJ_m2","13_0___14_9_C","3_5___4_5","10___25_%","4_5___5_5","0_64_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_00_kg_m2","0_75_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_04_kg_m2","0_35_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_75_l_ha","0___1","0___1","2___3","87___89_hkg_ha"
"623","0_10_kg_m2","0_30_kg_m2","___150_MJ_m2","____17_0_C","4_5___5_5","0_01___0_5_%","4_5___5_5","0_40_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","1___2__","0_90_kg_m2","0_85_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","0_98_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_l_ha","V_dt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_50_l_ha","0___1","____4","0___1","83___85_hkg_ha"
"624","0_22_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01_%","3_5___4_5","0_52_kg_m2","0_55_kg_m2","200___249_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01__","0_96_kg_m2","0_85_kg_m2","300___349_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","1_08_kg_m2","0_40_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_75_l_ha","____4","0___1","0___1","91___93_hkg_ha"
"625","0_10_kg_m2","0_25_kg_m2","150___199_MJ_m2","___13_0_C","0_5___1_5","50___100_%","3_5___4_5","0_16_kg_m2","0_25_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_5___1_5","1___2__","0_36_kg_m2","0_45_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","0_24_kg_m2","0_00_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_75_l_ha","V_dt_og_koldt","0_25_l_ha","0___1","2___3","2___3","19___21_hkg_ha"
"626","0_34_kg_m2","0_60_kg_m2","200___249_MJ_m2","____17_0_C","4_5___5_5","10___25_%","5_5___6_5","0_62_kg_m2","0_60_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","25___50__","0_96_kg_m2","0_70_kg_m2","___300_MJ_m2","15_0___16_9_C","2_5___3_5","2___6__","1_14_kg_m2","0_45_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_koldt","0_75_l_ha","0___1","2___3","2___3","95___97_hkg_ha"
"627","0_44_kg_m2","0_75_kg_m2","____250_MJ_m2","15_0___16_9_C","5_5___6_5","6___10_%","___6_5","0_76_kg_m2","0_65_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","0_5___1__","1_14_kg_m2","0_75_kg_m2","300___349_MJ_m2","____17_0_C","3_5___4_5","1___2__","1_34_kg_m2","0_55_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","2___3","0___1","2___3","113___115_hkg_ha"
"628","0_30_kg_m2","0_55_kg_m2","200___249_MJ_m2","___13_0_C","2_5___3_5","10___25_%","3_5___4_5","0_46_kg_m2","0_35_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","1___2__","0_86_kg_m2","0_75_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","1_04_kg_m2","0_50_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_l_ha","T_rt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_l_ha","0___1","0___1","0___1","87___89_hkg_ha"
"629","0_30_kg_m2","0_55_kg_m2","200___249_MJ_m2","15_0___16_9_C","2_5___3_5","6___10_%","2_5___3_5","0_52_kg_m2","0_45_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_00_kg_m2","0_90_kg_m2","350___399_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","1_04_kg_m2","0_30_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_75_l_ha","____4","2___3","2___3","87___89_hkg_ha"
"630","0_08_kg_m2","0_20_kg_m2","200___249_MJ_m2","____17_0_C","0_5___1_5","50___100_%","5_5___6_5","0_02_kg_m2","0_00_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_0___0_5","50___100__","0_00_kg_m2","0_00_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","10___25__","0_00_kg_m2","0_10_kg_m2","___300_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","T_rt_og_varmt","0_l_ha","V_dt_og_koldt","0_75_l_ha","V_dt_og_koldt","0_75_l_ha","0___1","2___3","____4","0___1_hkg_ha"
"631","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","___13_0_C","5_5___6_5","0_5___1_%","4_5___5_5","0_46_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_00_kg_m2","0_90_kg_m2","300___349_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_12_kg_m2","0_45_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_25_l_ha","0___1","2___3","0___1","93___95_hkg_ha"
"632","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","0_01___0_5_%","2_5___3_5","0_44_kg_m2","0_40_kg_m2","150___199_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","0_72_kg_m2","0_60_kg_m2","300___349_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","0_86_kg_m2","0_40_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","0___1","____4","2___3","73___75_hkg_ha"
"633","0_26_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","6___10_%","5_5___6_5","0_52_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","0_90_kg_m2","0_70_kg_m2","300___349_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","0_96_kg_m2","0_30_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","0___1","____4","____4","81___83_hkg_ha"
"634","0_18_kg_m2","0_40_kg_m2","200___249_MJ_m2","13_0___14_9_C","1_5___2_5","50___100_%","3_5___4_5","0_08_kg_m2","0_00_kg_m2","200___249_MJ_m2","15_0___16_9_C","0_0___0_5","50___100__","0_14_kg_m2","0_20_kg_m2","___300_MJ_m2","15_0___16_9_C","0_0___0_5","2___6__","0_04_kg_m2","0_00_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_75_l_ha","0___1","2___3","2___3","1___3_hkg_ha"
"635","0_36_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","1___2_%","4_5___5_5","0_78_kg_m2","0_75_kg_m2","200___249_MJ_m2","___13_0_C","3_5___4_5","0_00___0_01__","1_20_kg_m2","0_85_kg_m2","350___399_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","1_24_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","2___3","2___3","____4","105___107_hkg_ha"
"636","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_01___0_5_%","5_5___6_5","0_50_kg_m2","0_50_kg_m2","150___199_MJ_m2","____17_0_C","5_5___6_5","1___2__","0_92_kg_m2","0_85_kg_m2","300___349_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","0_98_kg_m2","0_35_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","0___1","____4","2___3","83___85_hkg_ha"
"637","0_12_kg_m2","0_30_kg_m2","___150_MJ_m2","13_0___14_9_C","1_5___2_5","25___50_%","2_5___3_5","0_06_kg_m2","0_00_kg_m2","____250_MJ_m2","15_0___16_9_C","0_0___0_5","50___100__","0_10_kg_m2","0_15_kg_m2","____400_MJ_m2","13_0___14_9_C","0_0___0_5","0_5___1__","0_00_kg_m2","0_00_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","V_dt_og_varmt","0_l_ha","T_rt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_25_l_ha","____4","2___3","0___1","0___1_hkg_ha"
"638","0_20_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","25___50_%","5_5___6_5","0_44_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_01___0_5__","1_08_kg_m2","1_10_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","1___2__","1_16_kg_m2","0_35_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_75_l_ha","2___3","2___3","2___3","99___101_hkg_ha"
"639","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","6___10_%","4_5___5_5","0_46_kg_m2","0_40_kg_m2","150___199_MJ_m2","___13_0_C","4_5___5_5","1___2__","0_90_kg_m2","0_85_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","0_96_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_l_ha","2___3","0___1","0___1","81___83_hkg_ha"
"640","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01_%","3_5___4_5","0_54_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_26_kg_m2","1_20_kg_m2","____400_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_26_kg_m2","0_25_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_25_l_ha","____4","____4","____4","107___109_hkg_ha"
"641","0_34_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","2___6_%","5_5___6_5","0_66_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","5_5___6_5","0_00___0_01__","1_08_kg_m2","0_80_kg_m2","300___349_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_26_kg_m2","0_50_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_75_l_ha","____4","____4","____4","105___107_hkg_ha"
"642","0_34_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","0_01___0_5_%","3_5___4_5","0_62_kg_m2","0_55_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_20_kg_m2","1_00_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_40_kg_m2","0_55_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_50_l_ha","____4","2___3","____4","117___119_hkg_ha"
"643","0_30_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","1___2_%","3_5___4_5","0_52_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","0_96_kg_m2","0_80_kg_m2","300___349_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_22_kg_m2","0_60_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","T_rt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_50_l_ha","____4","0___1","____4","103___105_hkg_ha"
"644","0_18_kg_m2","0_40_kg_m2","150___199_MJ_m2","15_0___16_9_C","2_5___3_5","6___10_%","3_5___4_5","0_44_kg_m2","0_50_kg_m2","200___249_MJ_m2","15_0___16_9_C","2_5___3_5","0_01___0_5__","0_92_kg_m2","0_85_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_98_kg_m2","0_30_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","0___1","2___3","2___3","81___83_hkg_ha"
"645","0_32_kg_m2","0_60_kg_m2","200___249_MJ_m2","15_0___16_9_C","3_5___4_5","0_01___0_5_%","3_5___4_5","0_62_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","0_90_kg_m2","0_60_kg_m2","___300_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","0_96_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","____4","2___3","____4","81___83_hkg_ha"
"646","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","1___2_%","4_5___5_5","0_46_kg_m2","0_40_kg_m2","150___199_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","0_86_kg_m2","0_75_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_00_kg_m2","0_45_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","V_dt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_50_l_ha","0___1","____4","0___1","85___87_hkg_ha"
"647","0_36_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","6___10_%","4_5___5_5","0_78_kg_m2","0_75_kg_m2","200___249_MJ_m2","___13_0_C","5_5___6_5","0_00___0_01__","1_18_kg_m2","0_75_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_34_kg_m2","0_45_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_25_l_ha","2___3","____4","____4","113___115_hkg_ha"
"648","0_18_kg_m2","0_35_kg_m2","150___199_MJ_m2","13_0___14_9_C","1_5___2_5","25___50_%","2_5___3_5","0_30_kg_m2","0_30_kg_m2","150___199_MJ_m2","____17_0_C","1_5___2_5","1___2__","0_58_kg_m2","0_55_kg_m2","____400_MJ_m2","15_0___16_9_C","0_5___1_5","10___25__","0_50_kg_m2","0_10_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","T_rt_og_varmt","0_l_ha","T_rt_og_varmt","0_75_l_ha","2___3","0___1","0___1","41___43_hkg_ha"
"649","0_32_kg_m2","0_55_kg_m2","150___199_MJ_m2","___13_0_C","___6_5","0_00___0_01_%","5_5___6_5","0_60_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","___6_5","0_00___0_01__","1_22_kg_m2","1_15_kg_m2","350___399_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","1_28_kg_m2","0_40_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_l_ha","____4","2___3","0___1","109___111_hkg_ha"
"650","0_18_kg_m2","0_35_kg_m2","___150_MJ_m2","____17_0_C","5_5___6_5","0_01___0_5_%","5_5___6_5","0_58_kg_m2","0_70_kg_m2","200___249_MJ_m2","___13_0_C","5_5___6_5","0_00___0_01__","1_14_kg_m2","1_05_kg_m2","300___349_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_24_kg_m2","0_40_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_25_l_ha","2___3","0___1","0___1","105___107_hkg_ha"
"651","0_32_kg_m2","0_55_kg_m2","150___199_MJ_m2","___13_0_C","___6_5","0_5___1_%","5_5___6_5","0_66_kg_m2","0_60_kg_m2","200___249_MJ_m2","____17_0_C","___6_5","0_00___0_01__","1_16_kg_m2","0_90_kg_m2","350___399_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_36_kg_m2","0_55_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","T_rt_og_koldt","0_l_ha","____4","____4","0___1","115___117_hkg_ha"
"652","0_38_kg_m2","0_65_kg_m2","200___249_MJ_m2","____17_0_C","___6_5","0_01___0_5_%","5_5___6_5","0_74_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_32_kg_m2","1_00_kg_m2","350___399_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_50_kg_m2","0_50_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","2___3","2___3","____4","125___127_hkg_ha"
"653","0_20_kg_m2","0_40_kg_m2","____250_MJ_m2","13_0___14_9_C","0_5___1_5","50___100_%","3_5___4_5","0_26_kg_m2","0_20_kg_m2","150___199_MJ_m2","13_0___14_9_C","0_5___1_5","2___6__","0_46_kg_m2","0_45_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","0_34_kg_m2","0_00_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_50_l_ha","2___3","____4","2___3","27___29_hkg_ha"
"654","0_40_kg_m2","0_70_kg_m2","200___249_MJ_m2","___13_0_C","5_5___6_5","1___2_%","5_5___6_5","0_62_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_12_kg_m2","0_90_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_28_kg_m2","0_55_kg_m2","350___399_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_50_l_ha","____4","____4","2___3","107___109_hkg_ha"
"655","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01_%","2_5___3_5","0_58_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_16_kg_m2","1_05_kg_m2","350___399_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_42_kg_m2","0_65_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_l_ha","T_rt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_75_l_ha","0___1","2___3","2___3","121___123_hkg_ha"
"656","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","___13_0_C","5_5___6_5","0_5___1_%","5_5___6_5","0_60_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","___6_5","1___2__","1_04_kg_m2","0_80_kg_m2","350___399_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_14_kg_m2","0_35_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_50_l_ha","T_rt_og_varmt","0_75_l_ha","0___1","____4","0___1","95___97_hkg_ha"
"657","0_32_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","1___2_%","5_5___6_5","0_58_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01__","1_22_kg_m2","1_10_kg_m2","300___349_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_42_kg_m2","0_60_kg_m2","300___349_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","____4","____4","2___3","119___121_hkg_ha"
"658","0_38_kg_m2","0_65_kg_m2","____250_MJ_m2","15_0___16_9_C","5_5___6_5","0_00___0_01_%","4_5___5_5","0_72_kg_m2","0_65_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","0_01___0_5__","1_14_kg_m2","0_75_kg_m2","350___399_MJ_m2","____17_0_C","2_5___3_5","1___2__","1_36_kg_m2","0_60_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_l_ha","V_dt_og_koldt","0_l_ha","T_rt_og_varmt","0_75_l_ha","____4","2___3","2___3","115___117_hkg_ha"
"659","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","6___10_%","4_5___5_5","0_58_kg_m2","0_60_kg_m2","150___199_MJ_m2","___13_0_C","4_5___5_5","0_5___1__","0_96_kg_m2","0_75_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_5___1__","1_10_kg_m2","0_50_kg_m2","300___349_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_koldt","0_75_l_ha","0___1","0___1","____4","93___95_hkg_ha"
"660","0_08_kg_m2","0_25_kg_m2","150___199_MJ_m2","___13_0_C","0_5___1_5","50___100_%","3_5___4_5","0_02_kg_m2","0_00_kg_m2","150___199_MJ_m2","15_0___16_9_C","0_0___0_5","2___6__","0_00_kg_m2","0_15_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_0___0_5","0_5___1__","0_00_kg_m2","0_00_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_50_l_ha","0___1","____4","0___1","0___1_hkg_ha"
"661","0_42_kg_m2","0_70_kg_m2","____250_MJ_m2","___13_0_C","4_5___5_5","0_01___0_5_%","5_5___6_5","0_70_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","3_5___4_5","0_5___1__","1_14_kg_m2","0_85_kg_m2","____400_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_26_kg_m2","0_45_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_l_ha","____4","2___3","____4","105___107_hkg_ha"
