"","C_NI_12_00","CKNI_12_00","CBODD_12_00","CKND_12_00","CNOD_12_00","CBODN_12_00","CKNN_12_00","CNON_12_00","C_NI_12_15","CKNI_12_15","CBODD_12_15","CKND_12_15","CNOD_12_15","CBODN_12_15","CKNN_12_15","CNON_12_15","C_NI_12_30","CKNI_12_30","CBODD_12_30","CKND_12_30","CNOD_12_30","CBODN_12_30","CKNN_12_30","CNON_12_30","C_NI_12_45","CKNI_12_45","CBODD_12_45","CKND_12_45","CNOD_12_45","CBODN_12_45","CKNN_12_45","CNON_12_45"
"519","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"520","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"521","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"522","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"523","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"524","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"525","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"526","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"527","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"528","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"529","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"530","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"531","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"532","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"533","6","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"534","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"535","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","6_MG_L","6","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","6_MG_L"
"536","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"537","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","6_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","6_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","6_MG_L"
"538","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"539","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"540","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"541","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"542","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"543","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"544","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"545","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L"
"546","6","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"547","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","25_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","25_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","25_MG_L","4_MG_L","1_MG_L","15_MG_L","0_5_MG_L","4_MG_L"
"548","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"549","6","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"550","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"551","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"552","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"553","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L","6","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L","6","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","6_MG_L"
"554","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","6_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","6_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"555","6","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","6_MG_L","6","20_MG_L","25_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","6_MG_L","6","20_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","6_MG_L"
"556","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"557","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","15_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","15_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","6_MG_L","3","30_MG_L","15_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","6_MG_L"
"558","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"559","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","6_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","6_MG_L","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","6_MG_L"
"560","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"561","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"562","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L","3","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","6_MG_L"
"563","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","15_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","15_MG_L","1_MG_L","4_MG_L"
"564","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"565","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","25_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","6","20_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"566","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"567","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"568","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"569","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"570","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","30_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"571","3","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L","5","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","2_MG_L"
"572","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","6_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L"
"573","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"574","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","40_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","25_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"575","6","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"576","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","15_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","15_MG_L","0_5_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","1_MG_L","15_MG_L","0_5_MG_L","4_MG_L"
"577","6","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","4","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"578","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","40_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"579","4","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","20_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","6","30_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","6_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"580","5","20_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","0_5_MG_L","4_MG_L"
"581","3","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","3","40_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
"582","4","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","5","30_MG_L","20_MG_L","4_MG_L","1_MG_L","10_MG_L","1_MG_L","4_MG_L","6","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L","6","20_MG_L","20_MG_L","4_MG_L","0_5_MG_L","10_MG_L","1_MG_L","4_MG_L"
